

Address         Interface        Mode       Neighbor   Hello DR         DR Address      PktsQed      PktsDropped
                                            Count      Intvl Pri                       
10.4.94.10      Ethernet3        sparse     1          30    1          10.4.94.10      0            36          
10.5.253.129    Ethernet4        sparse     1          30    1          10.5.253.130    0            0           
10.5.253.25     Ethernet12       sparse     1          30    1          10.5.253.26     0            0           
10.5.253.185    Ethernet17       sparse     1          30    1          10.5.253.186    0            44          
10.5.4.3        Ethernet41       sparse     1          30    100        10.5.4.3        0            777         
10.12.254.62    Port-Channel7    sparse     1          30    1          10.12.254.62    0            12          
10.12.158.82    Vlan680          sparse     1          30    1          10.12.158.82    0            65          
10.5.253.81     Vlan902          sparse     1          30    1          10.5.253.82     0            109         
